#field 	 camCol  filter FWHMvK eta psf_width airmass mjd		 RA		 Dec		 psf_nstar  neff_psf	 sky_frames	 
33 	 1 	 3 	 1.502 	 0.989 	 1.526 	1.243 	52576.106552 	315.3432 	-1.1540 	38 	 33.103 	10.970 	
33 	 1 	 4 	 1.615 	 0.866 	 1.607 	1.247 	52576.108210 	315.3432 	-1.1540 	64 	 36.717 	33.150 	
34 	 1 	 0 	 1.872 	 0.943 	 1.829 	1.245 	52576.107796 	315.4929 	-1.1540 	44 	 47.556 	1.456 	
34 	 1 	 1 	 1.690 	 0.969 	 1.697 	1.248 	52576.109454 	315.4929 	-1.1540 	32 	 40.947 	1.850 	
34 	 1 	 2 	 1.524 	 0.962 	 1.565 	1.242 	52576.106137 	315.4929 	-1.1540 	35 	 34.813 	5.816 	
34 	 1 	 3 	 1.502 	 0.988 	 1.527 	1.243 	52576.106966 	315.4929 	-1.1540 	39 	 33.160 	10.962 	
34 	 1 	 4 	 1.628 	 0.868 	 1.628 	1.247 	52576.108625 	315.4929 	-1.1540 	68 	 37.706 	33.169 	
35 	 1 	 0 	 1.886 	 0.945 	 1.830 	1.245 	52576.108210 	315.6426 	-1.1540 	49 	 47.641 	1.459 	
35 	 1 	 1 	 1.719 	 0.959 	 1.726 	1.248 	52576.109869 	315.6426 	-1.1540 	38 	 42.382 	1.857 	
35 	 1 	 2 	 1.548 	 0.966 	 1.569 	1.242 	52576.106552 	315.6426 	-1.1540 	31 	 34.989 	5.811 	
35 	 1 	 3 	 1.496 	 0.989 	 1.523 	1.243 	52576.107381 	315.6426 	-1.1540 	39 	 32.960 	10.971 	
35 	 1 	 4 	 1.619 	 0.866 	 1.613 	1.247 	52576.109040 	315.6426 	-1.1540 	64 	 37.011 	33.113 	
36 	 1 	 0 	 1.847 	 0.951 	 1.801 	1.245 	52576.108625 	315.7923 	-1.1540 	54 	 46.104 	1.462 	
36 	 1 	 1 	 1.825 	 0.954 	 1.827 	1.248 	52576.110284 	315.7923 	-1.1540 	29 	 47.448 	1.861 	
36 	 1 	 2 	 1.548 	 0.964 	 1.576 	1.242 	52576.106966 	315.7923 	-1.1540 	35 	 35.294 	5.799 	
36 	 1 	 3 	 1.504 	 0.986 	 1.538 	1.243 	52576.107796 	315.7923 	-1.1540 	35 	 33.619 	11.007 	
36 	 1 	 4 	 1.576 	 0.868 	 1.577 	1.247 	52576.109454 	315.7923 	-1.1540 	67 	 35.339 	33.157 	
37 	 1 	 0 	 1.828 	 0.949 	 1.787 	1.245 	52576.109040 	315.9420 	-1.1540 	55 	 45.417 	1.454 	
37 	 1 	 1 	 1.872 	 0.949 	 1.869 	1.248 	52576.110698 	315.9420 	-1.1540 	22 	 49.683 	1.847 	
37 	 1 	 2 	 1.544 	 0.963 	 1.575 	1.242 	52576.107381 	315.9420 	-1.1540 	42 	 35.284 	5.773 	
37 	 1 	 3 	 1.535 	 0.988 	 1.559 	1.243 	52576.108210 	315.9420 	-1.1540 	39 	 34.562 	11.040 	
37 	 1 	 4 	 1.634 	 0.864 	 1.632 	1.247 	52576.109869 	315.9420 	-1.1540 	73 	 37.848 	33.226 	
38 	 1 	 0 	 1.823 	 0.951 	 1.778 	1.245 	52576.109454 	316.0917 	-1.1540 	48 	 44.963 	1.455 	
38 	 1 	 1 	 1.826 	 0.950 	 1.831 	1.248 	52576.111113 	316.0917 	-1.1540 	37 	 47.670 	1.841 	
38 	 1 	 2 	 1.564 	 0.960 	 1.600 	1.242 	52576.107796 	316.0917 	-1.1540 	42 	 36.413 	5.778 	
38 	 1 	 3 	 1.531 	 0.988 	 1.560 	1.243 	52576.108625 	316.0917 	-1.1540 	45 	 34.605 	11.029 	
38 	 1 	 4 	 1.661 	 0.865 	 1.664 	1.247 	52576.110284 	316.0917 	-1.1540 	78 	 39.373 	33.249 	
39 	 1 	 0 	 1.813 	 0.950 	 1.772 	1.245 	52576.109869 	316.2414 	-1.1540 	50 	 44.661 	1.461 	
39 	 1 	 1 	 1.878 	 0.946 	 1.883 	1.248 	52576.111527 	316.2414 	-1.1540 	39 	 50.421 	1.846 	
